Version,Filename,NR,NAUTHORS,LOC,LOC_ADDED,AVGLOCADDED,MAXLOCADDED,LOCTOUCHED,CHURN,AVGCHURN,MAXCHURN,NPBM,NPVM,NSM,NAM,LOCM,BUGGY
1.0.0-incubating,build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSRootDseServlet.java,1,1,100,100,100,100,100,0,0,0,0,0,0,1,23,NO
1.0.0-incubating,build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSStartStopListener.java,2,1,258,294,147,258,334,4,2,4,2,4,0,6,68,NO
1.0.0-incubating,build-tools/src/main/java/org/apache/syncope/buildtools/H2StartStopListener.java,1,1,101,101,101,101,101,0,0,0,2,0,0,2,23,NO
1.0.0-incubating,build-tools/src/main/java/org/apache/syncope/buildtools/JarSchemaLdifExtractor.java,1,1,178,178,178,178,178,0,0,0,3,2,0,5,50,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/annotation/FormAttributeField.java,1,1,32,32,32,32,32,0,0,0,0,0,0,0,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/annotation/SchemaList.java,1,1,28,28,28,28,28,0,0,0,0,0,0,0,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/AbstractBaseBean.java,1,1,45,45,45,45,45,0,0,0,3,0,0,3,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/SyncopeConstants.java,3,2,32,35,"11,67",28,38,4,"1,33",4,0,0,0,0,17,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/http/HttpClientParams.java,2,2,33,34,17,33,35,0,0,0,1,0,0,1,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/http/PreemptiveAuthHttpRequestFactory.java,3,2,75,82,"27,33",75,89,2,"0,67",1,1,0,0,2,22,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/mod/AbstractAttributableMod.java,3,2,251,261,87,211,271,40,"13,33",40,35,0,0,35,66,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/mod/AttributeMod.java,1,1,87,87,87,87,87,0,0,0,11,0,0,11,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/mod/MembershipMod.java,3,2,82,84,28,82,86,0,0,0,11,0,0,11,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/mod/ReferenceMod.java,2,1,45,52,26,45,55,4,2,4,2,0,0,2,22,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/mod/RoleMod.java,4,1,143,185,"46,25",143,214,49,"12,25",30,21,0,0,21,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/mod/UserMod.java,1,1,98,98,98,98,98,0,0,0,13,0,0,13,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/report/AbstractReportletConf.java,1,1,46,46,46,46,46,0,0,0,2,0,0,2,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/report/ReportletConf.java,1,1,32,32,32,32,32,0,0,0,0,0,0,0,20,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/report/StaticReportletConf.java,1,1,102,102,102,102,102,0,0,0,12,0,0,12,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/report/UserReportletConf.java,1,1,112,112,112,112,112,0,0,0,10,0,0,10,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/search/AttributeCond.java,1,1,85,85,85,85,85,0,0,0,7,0,0,7,19,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/search/MembershipCond.java,1,1,57,57,57,57,57,0,0,0,5,0,0,5,19,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/search/NodeCond.java,1,1,210,210,210,210,210,0,0,0,25,0,10,25,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/search/ResourceCond.java,1,1,41,41,41,41,41,0,0,0,3,0,0,3,19,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/search/SyncopeUserCond.java,1,1,34,34,34,34,34,0,0,0,0,0,0,0,19,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/AbstractAttributableTO.java,4,2,140,173,"43,25",140,175,31,"7,75",31,14,0,0,14,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/AbstractExecTO.java,1,1,85,85,85,85,85,0,0,0,10,0,0,10,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/AccountPolicyTO.java,1,1,49,49,49,49,49,0,0,0,2,0,0,2,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/AttributeTO.java,1,1,111,111,111,111,111,0,0,0,8,0,0,8,48,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/ConfigurationTO.java,1,1,46,46,46,46,46,0,0,0,4,0,0,4,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/ConnBundleTO.java,1,1,91,91,91,91,91,0,0,0,12,0,0,12,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/ConnInstanceTO.java,3,2,151,152,"50,67",151,153,0,0,0,18,0,0,18,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/ConnObjectTO.java,3,2,73,74,"24,67",73,75,0,0,0,4,0,0,4,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/DerivedSchemaTO.java,1,1,44,44,44,44,44,0,0,0,4,0,0,4,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/LoggerTO.java,1,1,47,47,47,47,47,0,0,0,4,0,0,4,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/MembershipTO.java,4,2,66,88,22,66,90,20,5,20,8,0,0,8,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/NotificationTO.java,1,1,153,153,153,153,153,0,0,0,24,0,0,24,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/NotificationTaskTO.java,3,1,105,115,"38,33",105,115,10,"3,33",10,14,0,0,14,16,YES
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/PasswordPolicyTO.java,1,1,49,49,49,49,49,0,0,0,2,0,0,2,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/PolicyTO.java,1,1,53,53,53,53,53,0,0,0,5,0,0,5,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/PropagationTO.java,2,1,125,137,"68,5",125,149,0,0,0,8,0,0,8,66,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/PropagationTaskTO.java,3,1,98,129,43,98,139,21,7,20,14,0,0,14,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/ReportExecTO.java,1,1,40,40,40,40,40,0,0,0,3,0,0,3,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/ReportTO.java,2,2,169,169,"84,5",141,169,28,14,28,24,0,0,24,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/ResourceTO.java,4,1,235,272,68,235,314,25,"6,25",12,36,0,0,36,28,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/RoleTO.java,2,1,177,208,104,177,209,30,15,30,25,0,1,25,25,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/SchedTaskTO.java,2,2,74,94,47,74,94,20,10,20,8,0,0,8,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/SchemaMappingTO.java,1,1,115,115,115,115,115,0,0,0,14,0,0,14,36,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/SchemaTO.java,2,2,134,134,67,124,134,10,5,10,20,0,0,20,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/SyncPolicyTO.java,1,1,49,49,49,49,49,0,0,0,2,0,0,2,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/SyncTaskTO.java,2,1,104,109,"54,5",104,114,0,0,0,16,0,0,16,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/TaskExecTO.java,1,1,34,34,34,34,34,0,0,0,2,0,0,2,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/TaskTO.java,2,2,101,101,"50,5",72,101,29,"14,5",29,12,0,0,12,16,NO
1.0.0-incubating,client/src/main/java/org/apache/syncope/client/to/UserRequestTO.java,1,1,84,84,84,84,84,0,0,0,10,0,0,10,16,NO
