PROJECT,TRAINING-RELEASES,TEST-RELEASE,CLASSIFIER,FEATURE-SELECTION,BALANCING,COST-SENSITIVE,%-TRAINING,PRECISION,RECALL,AUC,KAPPA,ACCURACY,TRUE-NEGATIVE,TRUE-POSITIVE,FALSE-POSITIVE,FALSE-NEGATIVE
BOOKKEEPER," 4.0.0",4.1.0,IBK,BEST_FIRST,SMOTE,SENSITIVE_THRESHOLD,61.45966709346991,0.0,0.0,0.5,0.0,52.159468438538205,157.0,0.0,0.0,144.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,NO_BALANCING,NO_COST_SENSITIVE,55.204081632653065,0.6103286384976526,0.6666666666666666,0.6646174863387978,0.3235043002019949,66.2870159453303,161.0,130.0,83.0,65.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,NO_BALANCING,SENSITIVE_LEARNING,55.204081632653065,0.6103286384976526,0.6666666666666666,0.6646174863387978,0.3235043002019949,66.2870159453303,161.0,130.0,83.0,65.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,NO_BALANCING,SENSITIVE_THRESHOLD,55.204081632653065,0.6103286384976526,0.6666666666666666,0.6632513661202186,0.3235043002019949,66.2870159453303,161.0,130.0,83.0,65.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,66.61596958174906,0.5677655677655677,0.7948717948717948,0.712452711223203,0.299246327615122,64.00911161731207,126.0,155.0,118.0,40.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,66.61596958174906,0.5677655677655677,0.7948717948717948,0.712452711223203,0.299246327615122,64.00911161731207,126.0,155.0,118.0,40.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,OVERSAMPLING,SENSITIVE_THRESHOLD,66.61596958174906,0.5677655677655677,0.7948717948717948,0.6556326187473729,0.299246327615122,64.00911161731207,126.0,155.0,118.0,40.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,UNDERSAMPLING,NO_COST_SENSITIVE,31.93798449612403,0.6742857142857143,0.6051282051282051,0.685760823875578,0.37538755574431937,69.4760820045558,187.0,118.0,57.0,77.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,UNDERSAMPLING,SENSITIVE_LEARNING,31.93798449612403,0.6742857142857143,0.6051282051282051,0.685760823875578,0.37538755574431937,69.4760820045558,187.0,118.0,57.0,77.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,UNDERSAMPLING,SENSITIVE_THRESHOLD,31.93798449612403,0.6742857142857143,0.6051282051282051,0.685760823875578,0.37538755574431937,69.4760820045558,187.0,118.0,57.0,77.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,SMOTE,NO_COST_SENSITIVE,66.59056316590564,0.6111111111111112,0.7333333333333333,0.6812841530054645,0.35328779965180124,67.42596810933941,153.0,143.0,91.0,52.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,SMOTE,SENSITIVE_LEARNING,66.59056316590564,0.6111111111111112,0.7333333333333333,0.6812841530054645,0.35328779965180124,67.42596810933941,153.0,143.0,91.0,52.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,NO_FEATURE_SELECTION,SMOTE,SENSITIVE_THRESHOLD,66.59056316590564,0.6111111111111112,0.7333333333333333,0.6801912568306011,0.35328779965180124,67.42596810933941,153.0,143.0,91.0,52.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,NO_BALANCING,NO_COST_SENSITIVE,55.204081632653065,0.8666666666666667,0.2,0.5826397646069778,0.1900922446190639,63.097949886104786,238.0,39.0,6.0,156.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,NO_BALANCING,SENSITIVE_LEARNING,55.204081632653065,0.8695652173913043,0.20512820512820512,0.5826397646069778,0.1955405820689969,63.325740318906604,238.0,40.0,6.0,155.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,NO_BALANCING,SENSITIVE_THRESHOLD,55.204081632653065,0.8695652173913043,0.20512820512820512,0.5902690205968895,0.1955405820689969,63.325740318906604,238.0,40.0,6.0,155.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,OVERSAMPLING,NO_COST_SENSITIVE,66.61596958174906,0.8727272727272727,0.24615384615384617,0.5524169819251786,0.23436013590033974,64.92027334851936,237.0,48.0,7.0,147.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,OVERSAMPLING,SENSITIVE_LEARNING,66.61596958174906,0.8727272727272727,0.24615384615384617,0.5524169819251786,0.23436013590033974,64.92027334851936,237.0,48.0,7.0,147.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,OVERSAMPLING,SENSITIVE_THRESHOLD,66.61596958174906,0.8727272727272727,0.24615384615384617,0.6087326607818411,0.23436013590033974,64.92027334851936,237.0,48.0,7.0,147.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,UNDERSAMPLING,NO_COST_SENSITIVE,31.93798449612403,0.42718446601941745,0.9025641025641026,0.46787515762925597,-0.05815129545433057,41.913439635535305,8.0,176.0,236.0,19.0
