Version,Filename,NR,NAUTHORS,LOC,LOC_ADDED,AVGLOCADDED,MAXLOCADDED,LOCTOUCHED,CHURN,AVGCHURN,MAXCHURN,BUGGY
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\StubPersistenceManager.java,0,0,137,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\StubScanCallback.java,0,0,48,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestBookKeeperPersistenceManager.java,0,0,801,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestBookKeeperPersistenceManagerBlackBox.java,0,0,86,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestBookkeeperPersistenceManagerWhiteBox.java,0,0,359,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestDeadlock.java,0,0,269,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestLocalDBPersistenceManagerBlackBox.java,0,0,53,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestPersistenceManagerBlackBox.java,0,0,308,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestReadAheadCacheBlackBox.java,0,0,54,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestReadAheadCacheWhiteBox.java,0,0,308,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\subscriptions\StubSubscriptionManager.java,0,0,55,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\subscriptions\TestMMSubscriptionManager.java,0,0,214,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\subscriptions\TestUpdateSubscriptionState.java,0,0,247,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\topics\StubTopicManager.java,0,0,64,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestConcurrentTopicAcquisition.java,0,0,206,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestHubInfo.java,0,0,62,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestHubLoad.java,0,0,60,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestMMTopicManager.java,0,0,321,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestZkTopicManager.java,0,0,329,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\zookeeper\TestZkUtils.java,0,0,47,0,0.0,0,0,0,0.0,0,NO
4.2.1,hedwig-server\src\test\java\org\apache\hedwig\zookeeper\ZooKeeperTestBase.java,0,0,94,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\BenchBookie.java,0,0,215,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\BenchReadThroughputLatency.java,0,0,271,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\BenchThroughputLatency.java,0,0,458,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\MySqlClient.java,0,0,137,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\TestClient.java,0,0,357,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-benchmark\src\test\java\org\apache\bookkeeper\benchmark\TestBenchmark.java,0,0,163,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\Bookie.java,6,2,1243,57,9.5,14,114,98,16.333334,31,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieBean.java,0,0,51,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieException.java,0,0,154,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieMXBean.java,0,0,31,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieShell.java,1,1,934,6,6.0,6,6,6,6.0,6,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BufferedChannel.java,0,0,180,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\Cookie.java,0,0,260,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\EntryLogger.java,2,1,584,33,16.5,10,33,33,16.5,10,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ExitCode.java,0,0,40,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\FileInfo.java,1,1,372,39,39.0,19,73,37,37.0,11,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\FileSystemUpgrade.java,0,0,388,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\GarbageCollector.java,0,0,51,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\GarbageCollectorThread.java,3,1,609,117,39.0,31,202,130,43.333332,31,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\HandleFactory.java,0,0,32,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\HandleFactoryImpl.java,0,0,66,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\InterleavedLedgerStorage.java,1,1,180,5,5.0,2,18,8,8.0,3,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\Journal.java,2,1,587,7,3.5,5,9,5,2.5,4,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\JournalChannel.java,1,1,164,6,6.0,6,6,6,6.0,6,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCache.java,0,0,50,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCacheBean.java,0,0,27,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCacheImpl.java,5,2,938,24,4.8,14,45,35,7.0,14,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCacheMXBean.java,0,0,60,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptor.java,0,0,62,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptorImpl.java,0,0,87,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptorReadOnlyImpl.java,0,0,52,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDirsManager.java,1,1,270,3,3.0,1,4,2,2.0,1,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerEntryPage.java,0,0,163,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerStorage.java,0,0,109,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\MarkerFileChannel.java,0,0,147,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ReadOnlyEntryLogger.java,0,0,58,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ReadOnlyFileInfo.java,0,0,44,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ScanAndCompareGarbageCollector.java,1,1,108,14,14.0,6,28,14,14.0,7,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\AsyncCallback.java,1,1,151,12,12.0,12,12,12,12.0,12,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BKException.java,1,1,352,28,28.0,6,30,26,26.0,6,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BookKeeper.java,2,1,715,70,35.0,62,73,67,33.5,62,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BookKeeperAdmin.java,3,1,876,99,33.0,59,100,98,32.666668,59,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BookieWatcher.java,1,1,356,42,42.0,40,42,42,42.0,40,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BookiesListener.java,1,1,27,27,27.0,27,27,27,27.0,27,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\CRC32DigestManager.java,0,0,55,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\DigestManager.java,0,0,191,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\DistributionSchedule.java,0,0,90,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerChecker.java,1,1,271,1,1.0,1,4,2,2.0,2,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerCreateOp.java,0,0,137,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerDeleteOp.java,0,0,79,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerEntry.java,0,0,82,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerFragment.java,0,0,147,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerFragmentReplicator.java,0,0,422,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerHandle.java,4,1,1030,74,18.5,23,96,76,19.0,23,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerMetadata.java,4,2,529,87,21.75,28,112,88,22.0,28,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerOpenOp.java,0,0,189,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerRecoveryOp.java,2,1,167,38,19.0,14,62,36,18.0,14,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\MacDigestManager.java,0,0,84,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\PendingAddOp.java,2,1,195,18,9.0,5,23,17,8.5,5,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\PendingReadOp.java,3,1,374,39,13.0,11,62,44,14.666667,11,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\ReadLastConfirmedOp.java,0,0,126,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\ReadOnlyLedgerHandle.java,1,1,106,2,2.0,2,4,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\RoundRobinDistributionSchedule.java,0,0,109,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\SyncCounter.java,0,0,85,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\conf\AbstractConfiguration.java,0,0,236,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\conf\ClientConfiguration.java,0,0,314,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\conf\ServerConfiguration.java,2,2,813,116,58.0,58,116,116,58.0,58,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\jmx\BKMBeanInfo.java,0,0,27,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\jmx\BKMBeanRegistry.java,0,0,89,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\AbstractZkLedgerManager.java,2,1,300,10,5.0,2,21,13,6.5,2,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\FlatLedgerManager.java,3,1,166,30,10.0,15,47,19,6.3333335,14,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\FlatLedgerManagerFactory.java,0,0,92,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\HierarchicalLedgerManager.java,4,1,492,55,13.75,17,84,38,9.5,9,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\HierarchicalLedgerManagerFactory.java,0,0,93,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\LedgerLayout.java,0,0,244,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\LedgerManager.java,1,1,183,8,8.0,2,25,13,13.0,6,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\LedgerManagerFactory.java,0,0,250,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\LedgerUnderreplicationManager.java,0,0,109,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\MSLedgerManagerFactory.java,2,1,602,6,3.0,1,11,1,0.5,1,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\ZkLedgerUnderreplicationManager.java,2,2,565,7,3.5,2,14,4,2.0,2,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\ZkVersion.java,0,0,69,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\InMemoryMetaStore.java,0,0,77,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\InMemoryMetastoreCursor.java,1,1,97,6,6.0,2,9,5,5.0,2,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\InMemoryMetastoreTable.java,0,0,337,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\MSException.java,0,0,214,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\MetaStore.java,0,0,79,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\MetastoreCallback.java,0,0,25,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\MetastoreCursor.java,0,0,84,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\MetastoreException.java,0,0,34,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\MetastoreFactory.java,0,0,33,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\MetastoreScannableTable.java,0,0,104,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\MetastoreTable.java,0,0,172,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\MetastoreTableItem.java,0,0,70,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\MetastoreUtils.java,0,0,140,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\metastore\Value.java,0,0,154,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\net\DNS.java,1,1,356,356,356.0,356,356,356,356.0,356,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BKStats.java,0,0,248,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookieClient.java,1,1,276,1,1.0,1,1,1,1.0,1,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookieProtocol.java,0,0,176,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookieServer.java,4,2,637,19,4.75,6,25,19,4.75,6,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookieServerBean.java,1,1,86,0,0.0,0,5,5,5.0,5,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookieServerMXBean.java,1,1,53,0,0.0,0,5,5,5.0,5,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookkeeperInternalCallbacks.java,0,0,132,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\DataFormats.java,0,0,4088,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\NIOServerFactory.java,4,2,577,22,5.5,7,25,19,4.75,6,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\PerChannelBookieClient.java,3,1,758,78,26.0,8,125,49,16.333334,7,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\ServerStats.java,1,1,101,0,0.0,0,49,49,49.0,13,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\replication\Auditor.java,3,1,515,43,14.333333,15,74,44,14.666667,11,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\replication\AuditorElector.java,2,1,327,4,2.0,3,6,4,2.0,3,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\replication\AutoRecoveryMain.java,1,1,273,1,1.0,1,2,0,0.0,0,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\replication\BookieLedgerIndexer.java,0,0,136,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\replication\ReplicationEnableCb.java,0,0,56,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\replication\ReplicationException.java,0,0,74,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\replication\ReplicationWorker.java,3,1,359,9,3.0,3,16,8,2.6666667,3,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\streaming\LedgerInputStream.java,0,0,174,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\streaming\LedgerOutputStream.java,0,0,148,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\tools\BookKeeperTools.java,0,0,92,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\BookKeeperConstants.java,0,0,45,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\DiskChecker.java,0,0,168,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\EntryFormatter.java,0,0,77,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\HardLink.java,0,0,665,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\IOUtils.java,0,0,88,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\LocalBookKeeper.java,1,1,261,1,1.0,1,1,1,1.0,1,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\Main.java,0,0,54,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\MathUtils.java,1,1,51,5,5.0,4,7,3,3.0,3,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\OrderedSafeExecutor.java,0,0,140,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\ReflectionUtils.java,0,0,152,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\SafeRunnable.java,0,0,39,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\SnapshotMap.java,0,0,131,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\StringEntryFormatter.java,0,0,47,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\StringUtils.java,0,0,129,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\Tool.java,0,0,43,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\ZkUtils.java,1,1,257,53,53.0,40,92,82,82.0,40,YES
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\versioning\Version.java,0,0,62,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\versioning\Versioned.java,0,0,45,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\main\java\org\apache\bookkeeper\zookeeper\ZooKeeperWatcherBase.java,0,0,94,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\BookieAccessor.java,0,0,35,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\BookieInitializationTest.java,2,1,352,69,34.5,35,69,69,34.5,35,YES
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\BookieJournalTest.java,0,0,585,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\BookieShutdownTest.java,2,1,122,122,61.0,122,122,122,61.0,122,YES
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\CompactionTest.java,1,1,437,143,143.0,128,144,142,142.0,128,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\CookieTest.java,0,0,355,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\CreateNewLogTest.java,0,0,102,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\EntryLogTest.java,0,0,226,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\IndexCorruptionTest.java,0,0,153,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\LedgerCacheTest.java,2,1,505,125,62.5,73,125,125,62.5,73,YES
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\TestLedgerDirsManager.java,0,0,80,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\UpgradeTest.java,0,0,268,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\BookKeeperTest.java,1,1,241,20,20.0,20,20,20,20.0,20,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\BookKeeperTestClient.java,0,0,71,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\BookieRecoveryTest.java,1,1,991,39,39.0,39,39,39,39.0,39,YES
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\BookieWriteLedgerTest.java,1,1,230,4,4.0,1,8,8,8.0,3,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\ClientUtil.java,0,0,36,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\LedgerCloseTest.java,2,2,197,197,98.5,197,197,197,98.5,197,YES
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\LedgerHandleAdapter.java,0,0,32,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\LedgerRecoveryTest.java,1,1,420,65,65.0,63,69,67,67.0,63,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\ListLedgersTest.java,1,1,112,112,112.0,112,112,112,112.0,112,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\RoundRobinDistributionScheduleTest.java,0,0,64,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\SlowBookieTest.java,0,0,208,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\TestFencing.java,1,1,397,2,2.0,1,15,11,11.0,6,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\TestLedgerChecker.java,1,1,462,1,1.0,1,2,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\TestLedgerFragmentReplication.java,0,0,340,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\TestReadTimeout.java,0,0,100,0,0.0,0,0,0,0.0,0,NO
4.2.2,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\TestSpeculativeRead.java,0,0,342,0,0.0,0,0,0,0.0,0,NO
