Version,Filename,NR,NAUTHORS,LOC,LOC_ADDED,AVGLOCADDED,MAXLOCADDED,LOCTOUCHED,CHURN,AVGCHURN,MAXCHURN,BUGGY
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\client\netty\WriteCallback.java,1,1,103,5,5.0,2,6,4,4.0,2,YES
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\client\ssl\SslClientContextFactory.java,0,0,41,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\client\ssl\SslContextFactory.java,0,0,66,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\conf\AbstractConfiguration.java,1,1,63,9,9.0,9,9,9,9.0,9,YES
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\util\Callback.java,0,0,47,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\util\CallbackUtils.java,0,0,183,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\util\ConcurrencyUtils.java,0,0,49,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\util\Either.java,0,0,50,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\util\FileUtils.java,0,0,98,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\util\HedwigSocketAddress.java,1,1,143,5,5.0,5,5,5,5.0,5,NO
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\util\Option.java,0,0,43,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\util\Pair.java,0,0,42,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\main\java\org\apache\hedwig\util\PathUtils.java,1,1,56,3,3.0,2,6,0,0.0,0,NO
4.1.0,hedwig-client\src\test\java\org\apache\hedwig\client\AppTest.java,0,0,51,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\test\java\org\apache\hedwig\util\TestFileUtils.java,0,0,41,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\test\java\org\apache\hedwig\util\TestHedwigSocketAddress.java,0,0,104,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-client\src\test\java\org\apache\hedwig\util\TestPathUtils.java,0,0,54,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-protocol\src\main\java\org\apache\hedwig\exceptions\PubSubException.java,0,0,162,0,0.0,0,0,0,0.0,0,YES
4.1.0,hedwig-protocol\src\main\java\org\apache\hedwig\protocol\PubSubProtocol.java,1,1,6523,6504,6504.0,6451,12852,12766,12766.0,6447,YES
4.1.0,hedwig-protocol\src\main\java\org\apache\hedwig\protoextensions\MessageIdUtils.java,0,0,153,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-protocol\src\main\java\org\apache\hedwig\protoextensions\PubSubResponseUtils.java,1,1,43,1,1.0,1,2,0,0.0,0,NO
4.1.0,hedwig-protocol\src\main\java\org\apache\hedwig\protoextensions\SubscriptionStateUtils.java,0,0,41,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\admin\HedwigAdmin.java,3,2,400,400,133.33333,400,400,400,133.33333,400,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\admin\console\HedwigCommands.java,2,1,425,425,212.5,425,425,425,212.5,425,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\admin\console\HedwigConsole.java,2,1,1041,1041,520.5,1041,1041,1041,520.5,1041,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\admin\console\JLineHedwigCompletor.java,1,1,92,92,92.0,92,92,92,92.0,92,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\admin\console\ReadTopic.java,2,1,355,355,177.5,355,355,355,177.5,355,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\benchmark\AbstractBenchmark.java,0,0,105,0,0.0,0,0,0,0.0,0,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\benchmark\BookieBenchmark.java,0,0,105,0,0.0,0,0,0,0.0,0,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\benchmark\BookkeeperBenchmark.java,0,0,92,0,0.0,0,0,0,0.0,0,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\benchmark\FakeBookie.java,0,0,101,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\common\ByteStringInterner.java,0,0,45,0,0.0,0,0,0,0.0,0,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\common\ServerConfiguration.java,2,1,299,12,6.0,7,14,10,5.0,7,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\common\TerminateJVMExceptionHandler.java,1,1,32,1,1.0,1,2,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\common\TopicOpQueuer.java,0,0,111,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\common\UnexpectedError.java,0,0,35,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\delivery\ChannelEndPoint.java,1,1,85,4,4.0,4,4,4,4.0,4,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\delivery\DeliveryCallback.java,0,0,27,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\delivery\DeliveryEndPoint.java,0,0,28,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\delivery\DeliveryManager.java,2,1,36,7,3.5,5,7,7,3.5,5,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\delivery\FIFODeliveryManager.java,2,1,574,11,5.5,4,14,8,4.0,4,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\handlers\BaseHandler.java,1,1,67,3,3.0,1,3,3,3.0,1,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\handlers\ChannelDisconnectListener.java,0,0,29,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\handlers\ConsumeHandler.java,1,1,72,8,8.0,2,8,8,8.0,2,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\handlers\Handler.java,0,0,37,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\handlers\NettyHandlerBean.java,2,1,51,51,25.5,51,51,51,25.5,51,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\handlers\NettyHandlerMXBean.java,1,1,31,31,31.0,31,31,31,31.0,31,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\handlers\PublishHandler.java,1,1,77,9,9.0,2,9,9,9.0,2,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\handlers\SubscribeHandler.java,1,1,168,14,14.0,2,14,14,14.0,2,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\handlers\UnsubscribeHandler.java,1,1,81,10,10.0,2,11,9,9.0,2,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\jmx\HedwigJMXService.java,1,1,37,37,37.0,37,37,37,37.0,37,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\jmx\HedwigMBeanInfo.java,1,1,27,27,27.0,27,27,27,27.0,27,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\jmx\HedwigMBeanRegistry.java,1,1,48,48,48.0,48,48,48,48.0,48,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\PubSubServer.java,3,1,436,79,26.333334,45,107,89,29.666666,45,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\PubSubServerBean.java,1,1,77,77,77.0,77,77,77,77.0,77,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\PubSubServerMXBean.java,1,1,63,63,63.0,63,63,63,63.0,63,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\PubSubServerPipelineFactory.java,0,0,76,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\ServerStats.java,2,1,191,191,95.5,191,191,191,95.5,191,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\UmbrellaHandler.java,1,1,160,1,1.0,1,1,1,1.0,1,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\BookkeeperPersistenceManager.java,3,1,906,207,69.0,97,245,193,64.333336,97,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\CacheKey.java,0,0,74,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\CacheValue.java,0,0,94,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\Factory.java,0,0,22,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\LocalDBPersistenceManager.java,2,1,481,62,31.0,12,70,58,29.0,12,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\MapMethods.java,0,0,62,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\PersistRequest.java,0,0,58,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\PersistenceManager.java,1,1,94,3,3.0,3,3,3,3.0,3,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\PersistenceManagerWithRangeScan.java,0,0,27,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\RangeScanRequest.java,0,0,77,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ReadAheadCache.java,3,1,744,43,14.333333,21,46,40,13.333333,21,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ReadAheadCacheBean.java,1,1,64,64,64.0,64,64,64,64.0,64,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ReadAheadCacheMXBean.java,1,1,45,45,45.0,45,45,45,45.0,45,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ScanCallback.java,0,0,63,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ScanCallbackWithContext.java,0,0,37,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ScanRequest.java,0,0,64,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ChannelTracker.java,0,0,124,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\HedwigProxy.java,2,1,172,19,9.5,5,26,14,7.0,5,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyConfiguration.java,1,1,36,2,2.0,2,4,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyConsumeHandler.java,0,0,58,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyPublishHander.java,0,0,62,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyStartDeliveryHandler.java,1,1,132,4,4.0,3,6,6,6.0,3,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyStopDeliveryHandler.java,1,1,74,1,1.0,1,2,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxySubscribeHandler.java,0,0,83,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyUnsubscribeHandler.java,0,0,74,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\regions\HedwigHubClient.java,0,0,48,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\regions\HedwigHubClientFactory.java,0,0,60,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\regions\HedwigHubSubscriber.java,1,1,86,18,18.0,15,20,16,16.0,14,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\regions\RegionManager.java,3,1,355,239,79.666664,136,306,294,98.0,136,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\ssl\SslServerContextFactory.java,0,0,53,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\AbstractSubscriptionManager.java,4,1,612,176,44.0,61,192,176,44.0,61,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\AllToAllTopologyFilter.java,0,0,39,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\InMemorySubscriptionManager.java,0,0,78,0,0.0,0,0,0,0.0,0,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\InMemorySubscriptionState.java,1,1,85,24,24.0,22,27,23,23.0,22,YES
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\MessageFilter.java,0,0,31,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\SubscriptionEventListener.java,0,0,57,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\SubscriptionManager.java,1,1,108,4,4.0,4,4,4,4.0,4,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\TrueFilter.java,1,1,32,1,1.0,1,2,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\ZkSubscriptionManager.java,0,0,227,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\AbstractTopicManager.java,1,1,201,4,4.0,4,4,4,4.0,4,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\TopicManager.java,1,1,80,5,5.0,5,5,5,5.0,5,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\TopicOwnershipChangeListener.java,0,0,28,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\TrivialOwnAllTopicManager.java,1,1,57,5,5.0,5,5,5,5.0,5,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\ZkTopicManager.java,2,1,446,18,9.0,13,19,17,8.5,13,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\zookeeper\SafeAsynBKCallback.java,0,0,104,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\zookeeper\SafeAsyncCallback.java,1,1,35,1,1.0,1,2,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\zookeeper\SafeAsyncZKCallback.java,0,0,98,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\main\java\org\apache\hedwig\zookeeper\ZkUtils.java,0,0,79,0,0.0,0,0,0,0.0,0,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\HelperMethods.java,0,0,58,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\StubCallback.java,0,0,51,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\StubScanCallback.java,0,0,57,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\client\TestPubSubClient.java,0,0,230,0,0.0,0,0,0,0.0,0,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\HedwigHubTestBase.java,3,1,154,30,10.0,18,40,34,11.333333,18,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\HedwigRegionTestBase.java,2,1,251,46,23.0,45,63,61,30.5,45,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\PubSubServerStandAloneTestBase.java,1,1,63,1,1.0,1,1,1,1.0,1,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\TestPubSubServerStartup.java,1,1,130,1,1.0,1,1,1,1.0,1,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\delivery\StubDeliveryManager.java,2,1,74,9,4.5,9,9,9,4.5,9,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\handlers\TestBaseHandler.java,0,0,116,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\handlers\TestSubUnsubHandler.java,0,0,166,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\integration\TestHedwigHub.java,3,1,726,52,17.333334,14,71,33,11.0,14,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\integration\TestHedwigRegion.java,1,1,265,172,172.0,150,172,172,172.0,150,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\netty\TestPubSubServer.java,1,1,261,2,2.0,1,3,1,1.0,1,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\netty\WriteRecordingChannel.java,0,0,170,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\BookKeeperTestBase.java,3,1,241,87,29.0,34,101,89,29.666666,34,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\MessageBoundedPersistenceTest.java,1,1,241,241,241.0,241,241,241,241.0,241,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\StubPersistenceManager.java,1,1,124,12,12.0,12,12,12,12.0,12,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\StubScanCallback.java,0,0,48,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestBookKeeperPersistenceManagerBlackBox.java,0,0,76,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestBookkeeperPersistenceManagerWhiteBox.java,1,1,139,11,11.0,6,12,10,10.0,5,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestDeadlock.java,1,1,272,272,272.0,272,272,272,272.0,272,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestLocalDBPersistenceManagerBlackBox.java,0,0,53,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestPersistenceManagerBlackBox.java,0,0,306,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestReadAheadCacheBlackBox.java,0,0,54,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestReadAheadCacheWhiteBox.java,0,0,268,0,0.0,0,0,0,0.0,0,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\subscriptions\StubSubscriptionManager.java,0,0,52,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\subscriptions\TestUpdateSubscriptionState.java,1,1,246,246,246.0,246,246,246,246.0,246,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\subscriptions\TestZkSubscriptionManager.java,1,1,208,3,3.0,2,4,2,2.0,1,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\topics\StubTopicManager.java,0,0,64,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestConcurrentTopicAcquisition.java,0,0,206,0,0.0,0,0,0,0.0,0,YES
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestZkTopicManager.java,0,0,315,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\zookeeper\TestZkUtils.java,0,0,47,0,0.0,0,0,0,0.0,0,NO
4.1.0,hedwig-server\src\test\java\org\apache\hedwig\zookeeper\ZooKeeperTestBase.java,0,0,92,0,0.0,0,0,0,0.0,0,YES
4.2.0,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\BenchBookie.java,0,0,215,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\BenchReadThroughputLatency.java,0,0,271,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\BenchThroughputLatency.java,2,1,458,20,10.0,4,29,11,5.5,4,NO
4.2.0,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\MySqlClient.java,0,0,137,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\TestClient.java,1,1,357,15,15.0,8,41,37,37.0,12,YES
4.2.0,bookkeeper-benchmark\src\test\java\org\apache\bookkeeper\benchmark\TestBenchmark.java,3,2,163,26,8.666667,3,103,73,24.333334,53,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\Bookie.java,17,3,1242,598,35.17647,105,718,590,34.705883,105,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieBean.java,0,0,51,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieException.java,1,1,154,5,5.0,5,6,4,4.0,4,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieMXBean.java,0,0,31,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieShell.java,5,3,928,928,185.6,928,928,928,185.6,928,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BufferedChannel.java,0,0,180,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\Cookie.java,3,2,260,101,33.666668,17,138,76,25.333334,17,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\EntryLogger.java,6,3,551,107,17.833334,35,136,90,15.0,35,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ExitCode.java,0,0,40,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\FileInfo.java,3,1,361,109,36.333332,51,112,106,35.333332,51,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\FileSystemUpgrade.java,2,2,388,18,9.0,5,27,13,6.5,5,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\GarbageCollector.java,1,1,51,51,51.0,51,51,51,51.0,51,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\GarbageCollectorThread.java,7,3,577,111,15.857142,43,154,102,14.571428,41,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\HandleFactory.java,0,0,32,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\HandleFactoryImpl.java,0,0,66,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\InterleavedLedgerStorage.java,8,2,188,30,3.75,10,59,39,4.875,19,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\Journal.java,6,3,582,29,4.8333335,5,52,18,3.0,5,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\JournalChannel.java,1,1,158,2,2.0,1,4,0,0.0,0,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCache.java,1,1,50,4,4.0,4,4,4,4.0,4,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCacheBean.java,0,0,27,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCacheImpl.java,10,2,928,196,19.6,39,252,176,17.6,34,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCacheMXBean.java,0,0,60,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptor.java,1,1,62,2,2.0,2,4,0,0.0,0,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptorImpl.java,1,1,87,4,4.0,2,9,1,1.0,1,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptorReadOnlyImpl.java,1,1,52,1,1.0,1,2,0,0.0,0,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDirsManager.java,3,2,268,268,89.333336,268,268,268,89.333336,268,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerEntryPage.java,0,0,163,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerStorage.java,1,1,109,19,19.0,18,20,18,18.0,18,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\MarkerFileChannel.java,0,0,147,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ReadOnlyEntryLogger.java,2,1,58,58,29.0,58,58,58,29.0,58,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ReadOnlyFileInfo.java,1,1,44,44,44.0,44,44,44,44.0,44,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ScanAndCompareGarbageCollector.java,1,1,108,108,108.0,108,108,108,108.0,108,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\AsyncCallback.java,0,0,139,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BKException.java,4,1,326,44,11.0,12,44,44,11.0,12,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BookKeeper.java,11,3,648,119,10.818182,42,172,122,11.090909,41,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BookKeeperAdmin.java,14,3,778,269,19.214285,33,560,328,23.428572,82,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BookieWatcher.java,4,3,314,118,29.5,79,138,126,31.5,79,YES
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\CRC32DigestManager.java,0,0,55,0,0.0,0,0,0,0.0,0,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\DigestManager.java,1,1,191,7,7.0,7,7,7,7.0,7,NO
4.2.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\DistributionSchedule.java,2,1,90,38,19.0,19,51,39,19.5,18,NO
