@relation WalkForward_1_BOOKKEEPER_TRAINING-SET_R[4.1.0]-weka.filters.unsupervised.attribute.Remove-R2

@attribute Version {4.0.0,4.1.0}
@attribute NR numeric
@attribute NAUTHORS numeric
@attribute LOC numeric
@attribute LOC_ADDED numeric
@attribute AVGLOCADDED numeric
@attribute MAXLOCADDED numeric
@attribute LOCTOUCHED numeric
@attribute CHURN numeric
@attribute AVGCHURN numeric
@attribute MAXCHURN numeric
@attribute NPBM numeric
@attribute NPVM numeric
@attribute NSM numeric
@attribute NAM numeric
@attribute LOCM numeric
@attribute BUGGY {YES,NO}

@data
4.1.0,2,1,36,7,3.5,5,7,7,3.5,5,4,0,0,4,18,NO
4.1.0,2,1,574,11,5.5,8,14,8,4,5,27,0,0,34,148,NO
4.1.0,1,1,67,3,3,3,3,3,3,3,4,0,0,4,15,NO
4.1.0,0,0,29,0,0,0,0,0,0,0,1,0,0,1,19,NO
4.1.0,1,1,72,8,8,8,8,8,8,8,3,0,0,3,16,NO
4.1.0,0,0,37,0,0,0,0,0,0,0,1,0,0,1,23,NO
4.1.0,2,1,51,1,0.5,1,2,0,0,0,3,0,0,3,15,NO
4.1.0,1,1,31,0,0,0,0,0,0,0,1,0,0,1,21,NO
4.1.0,1,1,77,9,9,9,9,9,9,9,3,0,0,3,15,NO
4.1.0,1,1,168,14,14,14,14,14,14,14,4,0,0,4,31,NO
4.1.0,1,1,81,10,10,10,11,9,9,9,3,0,0,3,16,NO
4.1.0,1,1,37,0,0,0,0,0,0,0,2,0,0,2,26,NO
4.1.0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,18,NO
4.1.0,1,1,48,0,0,0,0,0,0,0,1,0,1,2,19,NO
4.1.0,3,1,436,79,26.333334,53,107,67,22.333334,53,7,0,2,15,68,NO
4.1.0,1,1,77,0,0,0,0,0,0,0,9,0,0,9,18,NO
4.1.0,1,1,63,0,0,0,0,0,0,0,7,0,0,7,39,NO
4.1.0,0,0,76,0,0,0,0,0,0,0,1,0,0,1,29,NO
4.1.0,2,1,191,3,1.5,3,5,1,0.5,1,17,0,1,17,40,NO
4.1.0,1,1,160,1,1,1,1,1,1,1,7,0,1,7,29,NO
4.1.0,3,1,906,207,69,165,245,169,56.333332,131,39,2,0,45,126,NO
4.1.0,0,0,74,0,0,0,0,0,0,0,5,0,0,5,17,NO
4.1.0,0,0,94,0,0,0,0,0,0,0,6,0,0,6,21,NO
4.1.0,0,0,22,0,0,0,0,0,0,0,1,0,0,1,15,NO
4.1.0,2,1,481,62,31,50,70,54,27,42,12,5,1,20,62,NO
4.1.0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,15,NO
4.1.0,0,0,58,0,0,0,0,0,0,0,4,0,0,4,19,NO
4.1.0,1,1,94,3,3,3,3,3,3,3,9,0,0,9,63,NO
4.1.0,0,0,27,0,0,0,0,0,0,0,1,0,0,1,19,NO
4.1.0,0,0,77,0,0,0,0,0,0,0,6,0,0,6,27,NO
4.1.0,3,1,744,43,14.333333,29,46,40,13.333333,28,27,1,0,34,233,NO
4.1.0,1,1,64,0,0,0,0,0,0,0,6,0,0,6,18,NO
4.1.0,1,1,45,0,0,0,0,0,0,0,4,0,0,4,30,NO
4.1.0,0,0,63,0,0,0,0,0,0,0,3,0,0,3,39,NO
4.1.0,0,0,37,0,0,0,0,0,0,0,2,0,0,2,15,NO
4.1.0,0,0,64,0,0,0,0,0,0,0,4,0,0,4,26,NO
4.1.0,0,0,124,0,0,0,0,0,0,0,7,0,0,7,17,NO
4.1.0,2,1,172,21,10.5,11,30,12,6,10,8,0,1,10,22,NO
4.1.0,1,1,36,2,2,2,4,0,0,0,2,0,0,2,16,NO
4.1.0,0,0,58,0,0,0,0,0,0,0,1,0,0,1,16,NO
4.1.0,0,0,62,0,0,0,0,0,0,0,3,0,0,3,15,NO
4.1.0,1,1,132,4,4,4,6,2,2,2,3,0,0,3,30,NO
4.1.0,1,1,74,1,1,1,2,0,0,0,1,0,0,1,19,NO
4.1.0,0,0,83,0,0,0,0,0,0,0,4,0,0,4,15,NO
4.1.0,0,0,74,0,0,0,0,0,0,0,3,0,0,3,18,NO
4.1.0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,26,NO
4.1.0,0,0,60,0,0,0,0,0,0,0,1,0,0,2,24,NO
4.1.0,1,1,86,18,18,18,20,16,16,16,6,0,0,6,23,NO
4.1.0,3,1,355,253,84.333336,241,334,186,62,174,16,3,0,19,44,NO
4.1.0,0,0,53,0,0,0,0,0,0,0,0,0,0,1,18,NO
4.1.0,4,1,612,185,46.25,98,210,160,40,92,32,4,0,40,87,NO
4.1.0,0,0,39,0,0,0,0,0,0,0,1,0,0,1,15,NO
4.1.0,0,0,78,0,0,0,0,0,0,0,1,0,0,5,21,NO
4.1.0,1,1,85,24,24,24,27,21,21,21,4,0,0,4,30,NO
4.1.0,0,0,31,0,0,0,0,0,0,0,1,0,0,1,20,NO
4.1.0,0,0,57,0,0,0,0,0,0,0,2,0,0,2,40,NO
4.1.0,1,1,108,4,4,4,4,4,4,4,7,0,0,7,79,NO
4.1.0,1,1,32,1,1,1,2,0,0,0,2,0,1,2,15,NO
4.1.0,0,0,227,0,0,0,0,0,0,0,5,3,0,12,15,NO
4.1.0,1,1,201,4,4,4,4,4,4,4,13,1,0,17,40,NO
4.1.0,1,1,80,5,5,5,5,5,5,5,4,0,0,4,54,NO
4.1.0,0,0,28,0,0,0,0,0,0,0,2,0,0,2,15,NO
4.1.0,1,1,57,5,5,5,5,5,5,5,1,0,0,3,17,NO
4.1.0,2,1,446,18,9,17,19,17,8.5,17,19,0,0,21,46,NO
4.1.0,0,0,104,0,0,0,0,0,0,0,10,0,0,10,15,NO
4.1.0,1,1,35,1,1,1,2,0,0,0,1,0,2,2,15,NO
4.1.0,0,0,98,0,0,0,0,0,0,0,12,0,0,12,15,NO
4.1.0,0,0,79,0,0,0,0,0,0,0,4,0,2,4,20,NO
